course_link,canale,date_year,year,language,course_id,course_name,semester,professors,faculty
/cattedreonline/corso/T456/C/1EEL2BASE/2024,C,2024,1,Italiano,T456,"Statistica",II Semestre,"Stefano Marchetti","Economia e management"
/cattedreonline/corso/T456/D/1EEL2BASE/2024,D,2024,1,Italiano,T456,"Statistica",II Semestre,"Livia De Giovanni","Economia e management"
/cattedreonline/corso/T456/E/1EEL2BASE/2024,E,2024,1,Italiano,T456,"Statistica",II Semestre,"Kevyn Stefanelli","Economia e management"
/cattedreonline/corso/T456/F/1EEL2BASE/2024,F,2024,1,Italiano,T456,"Statistica",II Semestre,"Vincenzina Vitale","Economia e management"
/cattedreonline/corso/SAET/A/1EEL2BASE/2024,A,2024,3,Italiano,SAET,"Statistica Applicata Ed Econometria",I Semestre,"Mauro Costantini","Economia e management"
/cattedreonline/corso/SAET/B/1EEL2BASE/2024,B,2024,3,Italiano,SAET,"Statistica Applicata Ed Econometria",I Semestre,"Alessandra Amendola","Economia e management"
/cattedreonline/corso/SAET/C/1EEL2BASE/2024,C,2024,3,Italiano,SAET,"Statistica Applicata Ed Econometria",I Semestre,"Marianna Brunetti","Economia e management"
/cattedreonline/corso/SAET/D/1EEL2BASE/2024,D,2024,3,Italiano,SAET,"Statistica Applicata Ed Econometria",I Semestre,"Giorgia Rivieccio","Economia e management"
/cattedreonline/corso/SAET/E/1EEL2BASE/2024,E,2024,3,Italiano,SAET,"Statistica Applicata Ed Econometria",I Semestre,"Vincenzo Candila","Economia e management"
/cattedreonline/corso/AI4/0/3GSLMDN/2024,0,2024,5,Italiano,AI4,"Statistica Per Le Scienze Giuridiche",I Semestre,"Giuseppe Espa / Andrea Mazzitelli","Giurisprudenza"
/cattedreonline/corso/AIM02/0/LAIMBASE/2024,0,2024,1,Inglese,AIM02,"Statistical Modeling",Secondo Semestre,"Marco Perone Pacifico","Management and artificial intelligence"
/cattedreonline/corso/BA06/A/L21BABASE/2024,A,2024,1,Inglese,BA06,"Statistics",Secondo Semestre,"Francesco Morelli","Business administration"
/cattedreonline/corso/854/A/L21BBBASE/2024,A,2024,1,Inglese,854,"Statistics",II Semestre,"Gianpaolo Scalia Tomba","Economics and business"
/cattedreonline/corso/AN1/A/L22PPEBASE/2024,A,2024,1,Inglese,AN1,"Statistics",II Semestre,"Matteo Iacopini","Politics: philosophy and economics"
/cattedreonline/corso/BA06/B/L21BABASE/2024,B,2024,1,Inglese,BA06,"Statistics",Secondo Semestre,"Francesco Morelli","Business administration"
/cattedreonline/corso/854/B/L21BBBASE/2024,B,2024,1,Inglese,854,"Statistics",II Semestre,"Marco Perone Pacifico","Economics and business"
/cattedreonline/corso/AN1/B/L22PPEBASE/2024,B,2024,1,Inglese,AN1,"Statistics",II Semestre,"Giovanni De Luca","Politics: philosophy and economics"
/cattedreonline/corso/101/A/L22PSBASE/2024,A,2024,1,Italiano,101,"Storia Contemporanea",II Semestre,"Domenico Maria Bruni / Gaetano Quagliariello","Scienze politiche"
/cattedreonline/corso/101/B/L22PSBASE/2024,B,2024,1,Italiano,101,"Storia Contemporanea",II Semestre,"Vera Capperucci","Scienze politiche"
/cattedreonline/corso/807/A/3GSLMBASE/2024,A,2024,1,Italiano,807,"Storia Del Diritto",I Semestre,"Romano Ferrari Zumbini","Giurisprudenza"
/cattedreonline/corso/807/B/3GSLMBASE/2024,B,2024,1,Italiano,807,"Storia Del Diritto",I Semestre,"Ferdinando Treggiari","Giurisprudenza"
/cattedreonline/corso/807/C/3GSLMBASE/2024,C,2024,1,Italiano,807,"Storia Del Diritto",I Semestre,"Massimiliano Gregorio / Irene Stolzi","Giurisprudenza"
/cattedreonline/corso/807/D/3GSLMBASE/2024,D,2024,1,Italiano,807,"Storia Del Diritto",I Semestre,"Francesco Mastroberti","Giurisprudenza"
/cattedreonline/corso/807/E/3GSLMBASE/2024,E,2024,1,Italiano,807,"Storia Del Diritto",I Semestre,"Luigi Lacchè","Giurisprudenza"
/cattedreonline/corso/CL01/0/L22PSBASE/2024,0,2024,3,Italiano,CL01,"Storia Del Futuro",II Semestre,"Luca De Biase","Scienze politiche"
/cattedreonline/corso/CL01/0/L21BBBASE/2024,0,2024,3,Italiano,CL01,"Storia Del Futuro",II Semestre,"Luca De Biase","Economics and business"
/cattedreonline/corso/CL01/0/1EEL2BASE/2024,0,2024,3,Italiano,CL01,"Storia Del Futuro",II Semestre,"Luca De Biase","Economia e management"
/cattedreonline/corso/CL01/0/L22PPEBASE/2024,0,2024,3,Italiano,CL01,"Storia Del Futuro",II Semestre,"Luca De Biase","Politics: philosophy and economics"
/cattedreonline/corso/670/0/1EEL2BASE/2024,0,2024,3,Italiano,670,"Storia Del Pensiero Economico",II Semestre,"Rita Mascolo / Guido Tortorella Esposito","Economia e management"
/cattedreonline/corso/AR4/A/1EEL2BASE/2024,A,2024,1,Italiano,AR4,"Storia Dell'economia E Dell'impresa",I Semestre,"Rita Mascolo","Economia e management"
/cattedreonline/corso/AR4/B/1EEL2BASE/2024,B,2024,1,Italiano,AR4,"Storia Dell'economia E Dell'impresa",I Semestre,"Rita Mascolo","Economia e management"
/cattedreonline/corso/AR4/C/1EEL2BASE/2024,C,2024,1,Italiano,AR4,"Storia Dell'economia E Dell'impresa",I Semestre,"Vittoria Ferrandino / Stefano Palermo","Economia e management"
/cattedreonline/corso/AR4/D/1EEL2BASE/2024,D,2024,1,Italiano,AR4,"Storia Dell'economia E Dell'impresa",I Semestre,"Amedeo Lepore","Economia e management"
/cattedreonline/corso/AR4/E/1EEL2BASE/2024,E,2024,1,Italiano,AR4,"Storia Dell'economia E Dell'impresa",I Semestre,"Alessandra Necci / Guido Tortorella Esposito","Economia e management"
/cattedreonline/corso/AR4/F/1EEL2BASE/2024,F,2024,1,Italiano,AR4,"Storia Dell'economia E Dell'impresa",I Semestre,"Daniela Felisini / Maria Carmela Schisani","Economia e management"
/cattedreonline/corso/A08/0/L22PSBASE/2024,0,2024,3,Italiano,A08,"Storia Dell'europa Contemporanea",II Semestre,"Maria Elena Cavallaro / Enrico Ciappi","Scienze politiche"
/cattedreonline/corso/264/A/L22PSBASE/2024,A,2024,1,Italiano,264,"Storia Delle Dottrine Politiche",II Semestre,"Sebastiano Maffettone","Scienze politiche"
/cattedreonline/corso/264/B/L22PSBASE/2024,B,2024,1,Italiano,264,"Storia Delle Dottrine Politiche",II Semestre,"Gaetano Pecora","Scienze politiche"
/cattedreonline/corso/M363/0/LMGAPBASE/2024,0,2024,1,Italiano,M363,"Storia Delle Istituzioni E Dell’amministrazione",Secondo Semestre,"Gaetano Quagliariello","Governo, amministrazione e politica"
/cattedreonline/corso/EH08/0/L22PSBASE/2024,0,2024,3,Italiano,EH08,"Storia Socioeconomica Dell'innovazione",II Semestre,"Massimo Sideri","Scienze politiche"
/cattedreonline/corso/T095/0/L22PSBASE/2024,0,2024,3,Italiano,T095,"Storie E Relazioni Globali",II Semestre,"Nunzio Guglielmino","Scienze politiche"
/cattedreonline/corso/SGJ/0/1EEL2BASE/2024,0,2024,3,Italiano,SGJ,"Strategie Di Comunicazione E Tecniche Di Pubblicita'",II Semestre,"Gianluca Comin","Economia e management"
/cattedreonline/corso/EM65/0/19MLMBASE/2024,0,2024,2,Inglese,EM65,"Strategy, Csr & Sustainability",Primo Semestre,"Maria Jell-ojobor","Management"
/cattedreonline/corso/M081/0/LM19WBASE/2024,0,2024,2,Inglese,M081,"Structured Finance",Primo Semestre,"Riccardo Bruno","Corporate finance"
/cattedreonline/corso/M289/0/LM19AAC/2024,0,2024,2,Italiano,M289,"Strumenti Di Finanziamento Per Le Imprese",Primo Semestre,"Riccardo Andriolo / Mario Comana","Amministrazione, finanza e controllo"
/cattedreonline/corso/S59/0/L22PSBASE/2024,0,2024,3,Italiano,S59,"Studi Strategici",II Semestre,"Paolo Ciocca / Andrea Gilli","Scienze politiche"
/cattedreonline/corso/ET48/0/L21BBBASE/2024,0,2024,3,Inglese,ET48,"Sustainable Development & Climate Policies",II Semestre,"Aldo Ravazzi Douvan","Economics and business"
/cattedreonline/corso/ET48/0/L21BABASE/2024,0,2024,3,Inglese,ET48,"Sustainable Development & Climate Policies",Secondo Semestre,"Aldo Ravazzi Douvan","Business administration"
/cattedreonline/corso/EFI09/0/19FLMF1/2024,0,2024,2,Inglese,EFI09,"Sustainable Finance",Primo Semestre,"Dominik Damast","Economia e finanza"
/cattedreonline/corso/EFI09/0/LM19WBASE/2024,0,2024,2,Inglese,EFI09,"Sustainable Finance",Primo Semestre,"Dominik Damast","Corporate finance"
/cattedreonline/corso/SV7/0/LM20IRBASE/2024,0,2024,1,Italiano,SV7,"Tedesco",Secondo Semestre,"Susanne Lippert / Francesca Terranova","International relations"
/cattedreonline/corso/042/0/L22PPEBASE/2024,0,2024,1,Italiano,042,"Tedesco",II Semestre,"Susanne Lippert","Politics: philosophy and economics"
/cattedreonline/corso/042/0/L22PSBASE/2024,0,2024,1,Italiano,042,"Tedesco",II Semestre,"Susanne Lippert","Scienze politiche"
/cattedreonline/corso/M243/0/19FLM1B/2024,0,2024,1,Italiano,M243,"Teoria E Gestione Del Portafoglio",Secondo Semestre,"Ugo Pomante","Economia e finanza"
/cattedreonline/corso/SHG/0/19FLM1B/2024,0,2024,1,Italiano,SHG,"Teoria E Politica Monetaria",Primo Semestre,"Giorgio Di Giorgio","Economia e finanza"
/cattedreonline/corso/AP4/A/L22PSBASE/2024,A,2024,2,Italiano,AP4,"Teoria E Storia Dei Movimenti E Dei Partiti Politici",I Semestre,"Vera Capperucci","Scienze politiche"
/cattedreonline/corso/AP4/B/L22PSBASE/2024,B,2024,2,Italiano,AP4,"Teoria E Storia Dei Movimenti E Dei Partiti Politici",I Semestre,"Andrea Ungari","Scienze politiche"
/cattedreonline/corso/T091/0/L22PSBASE/2024,0,2024,3,Italiano,T091,"Teorie E Tecniche Della Comunicazione Integrata E Dell’audiovisivo",II Semestre,"Mario Benedetto","Scienze politiche"
/cattedreonline/corso/M372/0/LMPAGEBASE/2024,0,2024,1,Inglese,M372,"The Economics Of Europe",Primo Semestre,"Veronica De Romanis","Policies and governance in europe"
/cattedreonline/corso/M313/0/L22PSBASE/2024,0,2024,3,Inglese,M313,"The Eu External Action",II Semestre,"Sara Poli","Scienze politiche"
/cattedreonline/corso/M313/0/L22PPEBASE/2024,0,2024,3,Inglese,M313,"The Eu External Action",II Semestre,"Sara Poli","Politics: philosophy and economics"
/cattedreonline/corso/M371/0/LMPAGEBASE/2024,0,2024,1,Inglese,M371,"The Integration Of Europe",Primo Semestre,"Maria Elena Cavallaro","Policies and governance in europe"
/cattedreonline/corso/M356/0/LM20IRD/2024,0,2024,2,Inglese,M356,"The International Relations Of Europe",Primo Semestre,"Thomas Christiansen / Flavia Lucenti","International relations"
/cattedreonline/corso/M328/0/LMPAGECHPM/2024,0,2024,2,Inglese,M328,"The Politics Of Cultural Heritage In Europe",Primo Semestre,"Mark Thatcher","Policies and governance in europe"
/cattedreonline/corso/M395/0/3GSLMEL/2024,0,2024,4,Inglese,M395,"The Protection Of Human Rights In Europe",II Semestre,"Lorenzo Cecchetti / Filippo Fontanelli","Giurisprudenza"
/cattedreonline/corso/EM79/0/LM20IRBASE/2024,0,2024,2,Inglese,EM79,"Theory, Methodology, And Technique Of Negotiation",Primo Semestre,"Giovanni Polizzi","International relations"
/cattedreonline/corso/SMDIM00022/0/LM19KBI/2024,0,2024,2,Inglese,SMDIM00022,"Thesis Writing Seminar",Secondo Semestre,"Deniz Lefkeli","Marketing"
/cattedreonline/corso/SAD/0/19MLMMF/2024,0,2024,2,Inglese,SAD,"Tourism Management",Primo Semestre,"Stefano Franco / Youngah Guahk","Management"
/cattedreonline/corso/SAD/0/LM19GMBASE/2024,0,2024,2,Inglese,SAD,"Tourism Management",Primo Semestre,"Stefano Franco / Youngah Guahk","Global management and politics"
/cattedreonline/corso/GL04/0/L24GLOBASE/2024,0,2024,1,Inglese,GL04,"Transnational Constitutional Law",Primo Semestre,"Leonardus Franciscus Maria Besselink / Giovanni Piccirilli","Global law"
/cattedreonline/corso/M074/0/3GSLMDL/2024,0,2024,4,Italiano,M074,"Tutela Della Proprieta' Intellettuale",II Semestre,"Paolo Marzano / Riccardo Piselli","Giurisprudenza"
/cattedreonline/corso/893/0/3GSLMDZ/2024,0,2024,4,Italiano,893,"Tutela Internazionale Dei Diritti Umani",II Semestre,"Pietro Pustorino / Guido Raimondi","Giurisprudenza"
/cattedreonline/corso/ET24/0/1EEL2BASE/2024,0,2024,3,Italiano,ET24,"Value Creation Strategy",II Semestre,"Carlo Gotta","Economia e management"
/cattedreonline/corso/LABA04/0/L21BABASE/2024,0,2024,3,Inglese,LABA04,"Visible Data Lab",Primo Semestre,"Valentina Manchia","Business administration"
/cattedreonline/corso/EM64/0/LM20IRBASE/2024,0,2024,2,Inglese,EM64,"War And Crisis Management: The Role Of Defense In International Relations",Primo Semestre,"Marcello Cannizzaro / Paolo Ciocca","International relations"
/cattedreonline/corso/ACE01/0/L21BABASE/2024,0,2024,1,Inglese,ACE01,"Wid (university Writing)",Secondo Semestre,"Mary Elizabeth Ward","Business administration"
/cattedreonline/corso/M539/0/LMPAGEBASE/2024,0,2024,2,Inglese,M539,"Writing A Master’s Thesis",Secondo Semestre,"Mark Thatcher","Policies and governance in europe"
/cattedreonline/corso/M541B/A/LM20IRBASE/2024,A,2024,1,Inglese,M541B,"Writing A Master’s Thesis",Secondo Semestre,"Rosario Forlenza","International relations"
/cattedreonline/corso/M541/A/LM20IRBASE/2024,A,2024,2,Inglese,M541,"Writing A Master’s Thesis",Secondo Semestre,"Rosario Forlenza","International relations"
/cattedreonline/corso/M541/B/LM20IRBASE/2024,B,2024,2,Inglese,M541,"Writing A Master’s Thesis",Secondo Semestre,"Rosario Forlenza","International relations"
/cattedreonline/corso/M541B/B/LM20IRBASE/2024,B,2024,1,Inglese,M541B,"Writing A Master’s Thesis",Secondo Semestre,"Rosario Forlenza","International relations"
/cattedreonline/corso/LABPAGE01/0/LMPAGEBASE/2024,0,2024,1,Inglese,LABPAGE01,"Writing And Reading Academic Text",Primo Semestre,"Maria Giusti","Policies and governance in europe"
/cattedreonline/corso/LABIR01/A/LM20IRBASE/2024,A,2024,1,Inglese,LABIR01,"Writing And Reading Academic Text",Primo Semestre,"Andrea Capati / Rosario Forlenza","International relations"
/cattedreonline/corso/LABIR01/B/LM20IRBASE/2024,B,2024,1,Inglese,LABIR01,"Writing And Reading Academic Text",Primo Semestre,"Andrea Capati / Rosario Forlenza","International relations"
/cattedreonline/corso/XLAB03/0/LMSMIBASE/2024,0,2024,1,Inglese,XLAB03,"X-lab Civil Security For Society",Secondo Semestre,"Enrico Foglia / Paola Mercogliano","Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB05/0/LMSMIBASE/2024,0,2024,1,Inglese,XLAB05,"X-lab Climate, Energy And Mobility",Secondo Semestre,"Paola Belingheri / Andrea Buonomini","Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB02/0/LMSMIBASE/2024,0,2024,1,Inglese,XLAB02,"X-lab Culture, Creativity And Inclusive Society",Secondo Semestre,"Alberica Aquili / Massimiliano Pulice","Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB04/0/LMSMIBASE/2024,0,2024,1,Inglese,XLAB04,"X-lab Digital, Industry And Space",Secondo Semestre,"Nicola Angelo Marotta / Matteo Tanzilli","Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB06/0/LMSMIBASE/2024,0,2024,1,Inglese,XLAB06,"X-lab Food, Bioeconomy, Natural Resources, Agriculture And Environment",Secondo Semestre,"Paola Belingheri / Anna Berti Suman","Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB01/0/LMSMIBASE/2024,0,2024,1,Inglese,XLAB01,"X-lab Health",Secondo Semestre,"Antonio Gaudioso / Nicoletta Luppi","Strategic management, innovation and sustainability"
