course_link,canale,date_year,year,language,course_id,course_name,semester,professors,faculty
/cattedreonline/corso/M423/0/LMPAGEBASE/2024,0,2024,1,Inglese,M423,"Academic And Professional Communication Skills",Primo Semestre,"Maria Christine Hillan / Ian Andrew Nuttall","Policies and governance in europe"
/cattedreonline/corso/M423/0/LM20IRBASE/2024,0,2024,1,Inglese,M423,"Academic And Professional Communication Skills",Primo Semestre,"Franco Amodeo / James William Egerton / Dympna Hayes / Margaret Horrigan / Giovanni Licata / Mary Elizabeth Ward","International relations"
/cattedreonline/corso/AN8/0/L22PPEBASE/2024,0,2024,1,Inglese,AN8,"Academic English",Annualità Singola,"Franco Amodeo / James William Egerton / Dympna Hayes / Maria Christine Hillan / Margaret Horrigan / Natasha Helen Lambert / Alexandra Smit","Politics: philosophy and economics"
/cattedreonline/corso/T018/0/L22PPEBASE/2024,0,2024,2,Inglese,T018,"Academic Writing Skills",II Semestre,"Marta Guglielmi / Giovanni Licata","Politics: philosophy and economics"
/cattedreonline/corso/978/A/L21BBBASE/2024,A,2024,1,Inglese,978,"Accounting",II Semestre,"Jianchuan Luo","Economics and business"
/cattedreonline/corso/978/B/L21BBBASE/2024,B,2024,1,Inglese,978,"Accounting",II Semestre,"Jianchuan Luo","Economics and business"
/cattedreonline/corso/TP03/0/3GSLMDZ/2024,0,2024,4,Inglese,TP03,"Administrative Law",II Semestre,"Elisabetta Tatì","Giurisprudenza"
/cattedreonline/corso/RM262/0/LMEFIRM/2024,0,2024,1,Inglese,RM262,"Advanced Corporate Finance",Secondo Semestre,"Matteo Escudé / Elia Sartori","Economia e finanza"
/cattedreonline/corso/M262/0/LMEFIAE/2024,0,2024,1,Inglese,M262,"Advanced Corporate Finance",Secondo Semestre,"Matteo Escudé / Luana Zaccaria","Economia e finanza"
/cattedreonline/corso/M170/0/LM19ABASE/2024,0,2024,1,Inglese,M170,"Advanced Corporate Finance",Secondo Semestre,"Rosella Santella","Amministrazione, finanza e controllo"
/cattedreonline/corso/M254/0/19FLMF1/2024,0,2024,1,Inglese,M254,"Advanced Corporate Finance",Secondo Semestre,"Joao Miguel Da Costa Monteiro / Saverio Massi Benedetti","Economia e finanza"
/cattedreonline/corso/M222/A/19MLMBASE/2024,A,2024,1,Inglese,M222,"Advanced Corporate Finance",Secondo Semestre,"Fabrizio Core","Management"
/cattedreonline/corso/M264/A/LM19WBASE/2024,A,2024,1,Inglese,M264,"Advanced Corporate Finance",Secondo Semestre,"Raffaele Oriani","Corporate finance"
/cattedreonline/corso/M222/B/19MLMBASE/2024,B,2024,1,Inglese,M222,"Advanced Corporate Finance",Secondo Semestre,"Fabrizio Core","Management"
/cattedreonline/corso/M264/B/LM19WBASE/2024,B,2024,1,Inglese,M264,"Advanced Corporate Finance",Secondo Semestre,"Pierluigi Murro","Corporate finance"
/cattedreonline/corso/M335/0/LMEFIAE/2024,0,2024,2,Inglese,M335,"Advanced Financial Economics",Primo Semestre,"Giacomo Morelli","Economia e finanza"
/cattedreonline/corso/RM335/0/LMEFIRM/2024,0,2024,2,Inglese,RM335,"Advanced Financial Economics",Primo Semestre,"Luigi Cesare Giuseppe Guiso / Luana Zaccaria","Economia e finanza"
/cattedreonline/corso/M114/0/LMEFIRM/2024,0,2024,2,Inglese,M114,"Advanced Industrial Organization",Secondo Semestre,"Andrea Pozzi","Economia e finanza"
/cattedreonline/corso/SJJ/0/LMEFIRM/2024,0,2024,2,Inglese,SJJ,"Advanced Macroeconomics",Primo Semestre,"Luigi Paciello / Juan Facundo Piguillem","Economia e finanza"
/cattedreonline/corso/M292/A/19MLMBASE/2024,A,2024,1,Inglese,M292,"Advanced Marketing Management",Primo Semestre,"Marco Francesco Mazzù","Management"
/cattedreonline/corso/M292/B/19MLMBASE/2024,B,2024,1,Inglese,M292,"Advanced Marketing Management",Primo Semestre,"Marco Francesco Mazzù","Management"
/cattedreonline/corso/EFI08/0/LMEFIAE/2024,0,2024,2,Inglese,EFI08,"Advanced Public Economics",Primo Semestre,"Gian Luigi Albano / Matteo Paradisi","Economia e finanza"
/cattedreonline/corso/DSM01/0/LMDSMBASE/2024,0,2024,1,Inglese,DSM01,"Advanced Statistics",Primo Semestre,"Marta Catalano","Data science and management"
/cattedreonline/corso/M468/0/L22PSBASE/2024,0,2024,3,Inglese,M468,"African Politics And Society",II Semestre,"Marco Massoni","Scienze politiche"
/cattedreonline/corso/M468/0/L21BABASE/2024,0,2024,3,Inglese,M468,"African Politics And Society",Secondo Semestre,"Marco Massoni","Business administration"
/cattedreonline/corso/M468/0/L22PPEBASE/2024,0,2024,3,Inglese,M468,"African Politics And Society",II Semestre,"Marco Massoni","Politics: philosophy and economics"
/cattedreonline/corso/EM84/0/LMDSMBASE/2024,0,2024,2,Inglese,EM84,"Ai Frontiers: Large Language Models",Primo Semestre,"Simone Di Somma","Data science and management"
/cattedreonline/corso/M406/0/3GSLMDL/2024,0,2024,4,Inglese,M406,"Algorithm And Data Management Law",II Semestre,"Eugenio Prosperetti","Giurisprudenza"
/cattedreonline/corso/SMDEF00005/0/LM19ABASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Amministrazione, finanza e controllo"
/cattedreonline/corso/SMDEF00005/0/LMDSMBASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Data science and management"
/cattedreonline/corso/SMDEF00005/0/LM19KBASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Marketing"
/cattedreonline/corso/SMDEF00005/0/LM19WBASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Corporate finance"
/cattedreonline/corso/SMDEF00005/0/19FLMBASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Economia e finanza"
/cattedreonline/corso/SMDEF00005/0/19MLMBASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Management"
/cattedreonline/corso/SMDEF00005/0/LMSMIBASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Strategic management, innovation and sustainability"
/cattedreonline/corso/SMDEF00005/0/LM19GMBASE/2024,0,2024,1,Inglese,SMDEF00005,"Algorithmic Trading",Primo Semestre,"Emilio Barone","Global management and politics"
/cattedreonline/corso/TDS06/0/LAIMBASE/2024,0,2024,1,Inglese,TDS06,"Algorithms",Secondo Semestre,"Irene Finocchi","Management and artificial intelligence"
/cattedreonline/corso/T069/0/L21BBBASE/2024,0,2024,3,Inglese,T069,"An Introduction To Programming (python)",II Semestre,"Gianluca Rossi","Economics and business"
/cattedreonline/corso/T069/0/1EEL2BASE/2024,0,2024,3,Inglese,T069,"An Introduction To Programming (python)",II Semestre,"Gianluca Rossi","Economia e management"
/cattedreonline/corso/MRK20/A/LM19KBASE/2024,A,2024,1,Italiano,MRK20,"Analisi Dei Dati",Secondo Semestre,"Leonardo Alaimo","Marketing"
/cattedreonline/corso/MRK20/B/LM19KBASE/2024,B,2024,1,Italiano,MRK20,"Analisi Dei Dati",Secondo Semestre,"Laura Bocci","Marketing"
/cattedreonline/corso/MRK15/A/LM19KBASE/2024,A,2024,1,Italiano,MRK15,"Analisi Del Comportamento D'acquisto",Primo Semestre,"Luigi Monsurrò / Ludovica Serafini","Marketing"
/cattedreonline/corso/MRK15/B/LM19KBASE/2024,B,2024,1,Italiano,MRK15,"Analisi Del Comportamento D'acquisto",Primo Semestre,"Luigi Monsurrò / Ludovica Serafini","Marketing"
/cattedreonline/corso/ET21/0/1EEL2BASE/2024,0,2024,3,Italiano,ET21,"Analisi E Contabilita' Dei Costi",II Semestre,"Adriana Rossi","Economia e management"
/cattedreonline/corso/MRK17/A/LM19KBASE/2024,A,2024,1,Italiano,MRK17,"Analisi E Misurazione Delle Performance Di Marketing",Secondo Semestre,"Michele Costabile","Marketing"
/cattedreonline/corso/MRK17/B/LM19KBASE/2024,B,2024,1,Italiano,MRK17,"Analisi E Misurazione Delle Performance Di Marketing",Secondo Semestre,"Michele Costabile","Marketing"
/cattedreonline/corso/M093/0/LMGAPGA/2024,0,2024,1,Italiano,M093,"Analisi E Valutazione Delle Politiche Pubbliche",Secondo Semestre,"Edoardo Amato","Governo, amministrazione e politica"
/cattedreonline/corso/EM25/0/LM19ABASE/2024,0,2024,2,Italiano,EM25,"Analisi Finanziaria",Primo Semestre,"Francesca Di Donato","Amministrazione, finanza e controllo"
/cattedreonline/corso/MRK19/A/LM19KBASE/2024,A,2024,1,Italiano,MRK19,"Applicazioni Di Economia Comportamentale",Secondo Semestre,"Francesca Marzo / Giovanni Benedetto Ponti / Diletta Topazio","Marketing"
/cattedreonline/corso/MRK19/B/LM19KBASE/2024,B,2024,1,Italiano,MRK19,"Applicazioni Di Economia Comportamentale",Secondo Semestre,"Francesca Marzo / Diletta Topazio","Marketing"
/cattedreonline/corso/BA012/A/L21BABASE/2024,A,2024,2,Inglese,BA012,"Applied Business Statistics",Secondo Semestre,"Alessia Caponera","Business administration"
/cattedreonline/corso/BA012/B/L21BABASE/2024,B,2024,2,Inglese,BA012,"Applied Business Statistics",Secondo Semestre,"Alessia Caponera","Business administration"
/cattedreonline/corso/M240/0/LMEFIRM/2024,0,2024,2,Inglese,M240,"Applied Microeconomics",Primo Semestre,"Matteo Paradisi / Fabiano Schivardi","Economia e finanza"
/cattedreonline/corso/AC3/A/L21BBBASE/2024,A,2024,2,Inglese,AC3,"Applied Statistics And Econometrics",I Semestre,"Alessandro Casini / Andrea Pozzi","Economics and business"
/cattedreonline/corso/AC3/B/L21BBBASE/2024,B,2024,2,Inglese,AC3,"Applied Statistics And Econometrics",I Semestre,"Alessandro Casini / Andrea Pozzi","Economics and business"
/cattedreonline/corso/SAZ/0/LM20IRBASE/2024,0,2024,1,Italiano,SAZ,"Arabo",Secondo Semestre,"Francesca Maria Corrao","International relations"
/cattedreonline/corso/EM67/0/19MLMBASE/2024,0,2024,2,Inglese,EM67,"Artificial Intelligence & Digital Marketing",Primo Semestre,"Maximo Ibarra","Management"
/cattedreonline/corso/EM67/0/LMDSMBASE/2024,0,2024,2,Inglese,EM67,"Artificial Intelligence & Digital Marketing",Primo Semestre,"Maximo Ibarra","Data science and management"
/cattedreonline/corso/GPDI01/0/3GSLMDZ/2024,0,2024,4,Inglese,GPDI01,"Artificial Intelligence: National, International And Eu Law Perspectives",II Semestre,"Salvatore Orlando / Roberto Ruoppo","Giurisprudenza"
/cattedreonline/corso/T085/0/L21BABASE/2024,0,2024,3,Inglese,T085,"Asian Culture And Politics",Secondo Semestre,"Youngah Guahk","Business administration"
/cattedreonline/corso/T085/0/L22PPEBASE/2024,0,2024,3,Inglese,T085,"Asian Culture And Politics",II Semestre,"Youngah Guahk","Politics: philosophy and economics"
/cattedreonline/corso/T085/0/L22PSBASE/2024,0,2024,3,Inglese,T085,"Asian Culture And Politics",II Semestre,"Youngah Guahk","Scienze politiche"
/cattedreonline/corso/M217/0/19FLMF1/2024,0,2024,1,Inglese,M217,"Asset Management",Secondo Semestre,"Mauro Micillo","Economia e finanza"
/cattedreonline/corso/RM317/0/LMEFIRM/2024,0,2024,2,Inglese,RM317,"Asset Pricing",Primo Semestre,"Nicola Borri / Francesco Lippi","Economia e finanza"
/cattedreonline/corso/M253/A/LM19WBASE/2024,A,2024,1,Inglese,M253,"Asset Pricing",Secondo Semestre,"Giacomo Morelli","Corporate finance"
/cattedreonline/corso/M253/B/LM19WBASE/2024,B,2024,1,Inglese,M253,"Asset Pricing",Secondo Semestre,"Giacomo Morelli","Corporate finance"
/cattedreonline/corso/RM336/0/LMEFIRM/2024,0,2024,2,Inglese,RM336,"Banking & Financial Intermediation",Secondo Semestre,"Andrea Polo","Economia e finanza"
/cattedreonline/corso/BI012/0/LM19KBI/2024,0,2024,2,Inglese,BI012,"Behavioral Economics And Consumer Decision Making",Primo Semestre,"Giacomo Sillari","Marketing"
/cattedreonline/corso/MRK09/0/LM19KBASE/2024,0,2024,1,Inglese,MRK09,"Behavioral Economics: Applications",Secondo Semestre,"Deniz Lefkeli","Marketing"
/cattedreonline/corso/MRK03/0/LM19KBASE/2024,0,2024,1,Inglese,MRK03,"Behavioral Economics: Foundation",Primo Semestre,"Giacomo Sillari","Marketing"
/cattedreonline/corso/AN7/A/L22PPEBASE/2024,A,2024,1,Inglese,AN7,"Behavioural Economics And Psychology",II Semestre,"Giacomo Sillari","Politics: philosophy and economics"
/cattedreonline/corso/AN7/B/L22PPEBASE/2024,B,2024,1,Inglese,AN7,"Behavioural Economics And Psychology",II Semestre,"Massimo Egidi / Giacomo Sillari","Politics: philosophy and economics"
/cattedreonline/corso/M312/0/19FLMBASE/2024,0,2024,1,Inglese,M312,"Big Data & Behavioral Finance Lab",Secondo Semestre,"Patrizia Sbriglia","Economia e finanza"
/cattedreonline/corso/DSM08/0/LMDSMBASE/2024,0,2024,2,Inglese,DSM08,"Big Data And Smart Data Analytics",Primo Semestre,"Irene Finocchi","Data science and management"
/cattedreonline/corso/T039/0/L22PSBASE/2024,0,2024,3,Inglese,T039,"Bioethics",II Semestre,"Luca Lo Sapio","Scienze politiche"
/cattedreonline/corso/T039/0/L22PPEBASE/2024,0,2024,3,Inglese,T039,"Bioethics",II Semestre,"Luca Lo Sapio","Politics: philosophy and economics"
/cattedreonline/corso/ET12/0/L21BBBASE/2024,0,2024,3,Inglese,ET12,"Blockchain And Cryptocurrencies",II Semestre,"Massimo Bernaschi","Economics and business"
/cattedreonline/corso/EFI06/0/19FLMF1/2024,0,2024,1,Inglese,EFI06,"Blockchain Technology And Fintech",Primo Semestre,"Nicola Borri / Antonio Simeone","Economia e finanza"
/cattedreonline/corso/SMDIM0023/0/LM19GMBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo","Global management and politics"
/cattedreonline/corso/SMBGROUP1/0/19FLMBASE/2024,0,2024,1,Inglese,SMBGROUP1,"Bloomberg",Secondo Semestre,"Francesco Baldi","Economia e finanza"
/cattedreonline/corso/SMDIM0023/0/LM19ABASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo","Amministrazione, finanza e controllo"
/cattedreonline/corso/SMDIM0023/0/LMDSMBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo","Data science and management"
/cattedreonline/corso/SMDIM0023/0/LM19KBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo","Marketing"
/cattedreonline/corso/SMDIM0023/0/LM19WBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo","Corporate finance"
/cattedreonline/corso/SMDIM0023/0/19MLMBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo","Management"
/cattedreonline/corso/SMDIM0023/0/LMSMIBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo","Strategic management, innovation and sustainability"
/cattedreonline/corso/M514IN/0/LM19KMK/2024,0,2024,2,Inglese,M514IN,"Business And Marketing Analytics",Primo Semestre,"Andrea De Mauro","Marketing"
/cattedreonline/corso/M514IT/0/LM19KMA/2024,0,2024,2,Italiano,M514IT,"Business And Marketing Analytics",Primo Semestre,"Andrea De Mauro","Marketing"
/cattedreonline/corso/EM43/0/LMGAPPC/2024,0,2024,2,Inglese,EM43,"Business And Politics: History And Institutions",Primo Semestre,"Lorenzo Castellani","Governo, amministrazione e politica"
/cattedreonline/corso/GMP14/0/LM19GMBASE/2024,0,2024,2,Inglese,GMP14,"Business Ethics",Primo Semestre,"Gianfranco Pellegrino","Global management and politics"
/cattedreonline/corso/ET49/0/1EEL2BASE/2024,0,2024,3,Italiano,ET49,"Business Integrity: Compliance Penale E Adeguatezza Organizzativa",II Semestre,"Luca Giustiniano / Antonino Gullo","Economia e management"
/cattedreonline/corso/M221/0/19MLMMI/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio","Management"
/cattedreonline/corso/M221/0/LM19WBASE/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio","Corporate finance"
/cattedreonline/corso/M221/0/LM19GMBASE/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio","Global management and politics"
/cattedreonline/corso/M221/0/LM19ABASE/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio","Amministrazione, finanza e controllo"
/cattedreonline/corso/M246/0/LM19WBASE/2024,0,2024,2,Inglese,M246,"Business Valuation",Primo Semestre,"Marco Vulpiani","Corporate finance"
/cattedreonline/corso/BA03/A/L21BABASE/2024,A,2024,1,Inglese,BA03,"Calculus",Primo Semestre,"Marco Dall'aglio","Business administration"
/cattedreonline/corso/BA03/B/L21BABASE/2024,B,2024,1,Inglese,BA03,"Calculus",Primo Semestre,"Cecilia Flori","Business administration"
/cattedreonline/corso/AG7/0/L21BBMA/2024,0,2024,3,Inglese,AG7,"Capital Markets",II Semestre,"Paolo Vitale","Economics and business"
/cattedreonline/corso/AG7/0/L21BABASE/2024,0,2024,3,Inglese,AG7,"Capital Markets",Secondo Semestre,"Paolo Vitale","Business administration"
/cattedreonline/corso/M249/A/LM19WBASE/2024,A,2024,1,Inglese,M249,"Cases In Business Law",Primo Semestre,"Riccardo La Cognata","Corporate finance"
/cattedreonline/corso/M249/B/LM19WBASE/2024,B,2024,1,Inglese,M249,"Cases In Business Law",Primo Semestre,"Caterina Pistocchi","Corporate finance"
/cattedreonline/corso/EFI05/0/LMEFIAE/2024,0,2024,1,Inglese,EFI05,"Central Banking: Unconventional Policies And Climate Change",Primo Semestre,"Francesco Maria Drudi / Roberto Rinaldi","Economia e finanza"
/cattedreonline/corso/ACE02/0/L21BABASE/2024,0,2024,1,Inglese,ACE02,"Chinese Institutions And Culture",Secondo Semestre,"Silvia Menegazzi","Business administration"
/cattedreonline/corso/M496/0/LM20IRBASE/2024,0,2024,2,Inglese,M496,"Chinese Studies",Primo Semestre,"Silvia Menegazzi","International relations"
/cattedreonline/corso/AI7/0/L22PPEBASE/2024,0,2024,1,Italiano,AI7,"Cinese",II Semestre,"Xu Tang","Politics: philosophy and economics"
/cattedreonline/corso/AI7/0/L22PSBASE/2024,0,2024,1,Italiano,AI7,"Cinese",II Semestre,"Xu Tang","Scienze politiche"
/cattedreonline/corso/TP01/0/3GSLMDZ/2024,0,2024,4,Inglese,TP01,"Civil Law",I Semestre,"Lucio Casalini","Giurisprudenza"
/cattedreonline/corso/TP05/0/3GSLMDZ/2024,0,2024,5,Inglese,TP05,"Civil Procedure",II Semestre,"Alessandro Fabbi","Giurisprudenza"
/cattedreonline/corso/M530/0/3GSLMDL/2024,0,2024,5,Inglese,M530,"Climate - Neutral & Smart Cities",I Semestre,"Fernando Christian Iaione","Giurisprudenza"
/cattedreonline/corso/EM63/0/19FLM1B/2024,0,2024,2,Inglese,EM63,"Climate Change Economics",Primo Semestre,"Alessandro Lanza","Economia e finanza"
/cattedreonline/corso/EM63/0/LM19WBASE/2024,0,2024,2,Inglese,EM63,"Climate Change Economics",Primo Semestre,"Alessandro Lanza","Corporate finance"
/cattedreonline/corso/LABA01/A/L21BABASE/2024,A,2024,1,Inglese,LABA01,"Coding In Action Lab (module I)",Primo Semestre,"Stefano Guarino","Business administration"
/cattedreonline/corso/LABA01/B/L21BABASE/2024,B,2024,1,Inglese,LABA01,"Coding In Action Lab (module I)",Primo Semestre,"Stefano Guarino","Business administration"
/cattedreonline/corso/LABA02/A/L21BABASE/2024,A,2024,1,Inglese,LABA02,"Coding In Action Lab (module Ii)",Secondo Semestre,"Stefano Guarino","Business administration"
/cattedreonline/corso/LABA02/B/L21BABASE/2024,B,2024,1,Inglese,LABA02,"Coding In Action Lab (module Ii)",Secondo Semestre,"Stefano Guarino","Business administration"
/cattedreonline/corso/M540/0/LMGAPBASE/2024,0,2024,2,Italiano,M540,"Come Scrivere Una Tesi Di Laurea",Secondo Semestre,"Federico Trastulli","Governo, amministrazione e politica"
/cattedreonline/corso/M377/0/LMPAGECHPM/2024,0,2024,2,Inglese,M377,"Comparative And International Law Of Heritage Protection",Primo Semestre,"Lorenzo Casini","Policies and governance in europe"
/cattedreonline/corso/M377/0/3GSLMDA/2024,0,2024,5,Inglese,M377,"Comparative And International Law Of Heritage Protection",I Semestre,"Lorenzo Casini","Giurisprudenza"
/cattedreonline/corso/M043/A/LM20IRBASE/2024,A,2024,1,Inglese,M043,"Comparative History Of Political Systems",Primo Semestre,"Giovanni Orsina","International relations"
/cattedreonline/corso/M043/B/LM20IRBASE/2024,B,2024,1,Inglese,M043,"Comparative History Of Political Systems",Primo Semestre,"Rosario Forlenza","International relations"
/cattedreonline/corso/SKA/A/LM20IRBASE/2024,A,2024,1,Inglese,SKA,"Comparative Politics",Primo Semestre,"Andrea Capati / Sergio Fabbrini","International relations"
/cattedreonline/corso/SKA/B/LM20IRBASE/2024,B,2024,1,Inglese,SKA,"Comparative Politics",Primo Semestre,"Tatiana-alina Pippidi","International relations"
/cattedreonline/corso/M042/A/LM20IRBASE/2024,A,2024,1,Inglese,M042,"Comparative Public Law",Secondo Semestre,"Ylenia Maria Citino / Cristina Fasone","International relations"
/cattedreonline/corso/M042/B/LM20IRBASE/2024,B,2024,1,Inglese,M042,"Comparative Public Law",Secondo Semestre,"Elena Griglio / Giovanni Rizzoni","International relations"
/cattedreonline/corso/M369/0/LMPAGEBASE/2024,0,2024,1,Inglese,M369,"Comparative Public Policy In Europe",Primo Semestre,"Mark Thatcher","Policies and governance in europe"
/cattedreonline/corso/JP01/0/LMDSMBASE/2024,0,2024,2,Inglese,JP01,"Competing In The Age Of Ai",Secondo Semestre,"Giorgio Piccardo","Data science and management"
/cattedreonline/corso/SMDEF0008/0/1EEL2BASE/2024,0,2024,2,Inglese,SMDEF0008,"Competition Law And Antitrust Regulation",I Semestre,"Andrea Giannaccari","Economia e management"
/cattedreonline/corso/SMDEF0008/0/L21BBBASE/2024,0,2024,2,Inglese,SMDEF0008,"Competition Law And Antitrust Regulation",I Semestre,"Andrea Giannaccari","Economics and business"
/cattedreonline/corso/BA08/0/L21BABASE/2024,0,2024,3,Inglese,BA08,"Competitive Strategy",Primo Semestre,"Alessandro Iodice / Antonio Majocchi","Business administration"
/cattedreonline/corso/ET38/0/L21BABASE/2024,0,2024,3,Inglese,ET38,"Computational Finance",Secondo Semestre,"Nicola Borri","Business administration"
/cattedreonline/corso/ET38/0/L21BBBASE/2024,0,2024,3,Inglese,ET38,"Computational Finance",II Semestre,"Nicola Borri","Economics and business"
/cattedreonline/corso/M326/0/19FLM1B/2024,0,2024,2,Inglese,M326,"Computational Tools For Finance",Primo Semestre,"Valerio Marchisio","Economia e finanza"
/cattedreonline/corso/M326/0/LM19WBASE/2024,0,2024,2,Inglese,M326,"Computational Tools For Finance",Primo Semestre,"Valerio Marchisio","Corporate finance"
/cattedreonline/corso/SAQ/0/1EEL2BASE/2024,0,2024,3,Italiano,SAQ,"Comunicazione D'impresa E Gestione Risorse Umane",II Semestre,"Domenico Carrieri","Economia e management"
/cattedreonline/corso/SAQ/0/L22PSBASE/2024,0,2024,3,Italiano,SAQ,"Comunicazione D'impresa E Gestione Risorse Umane",II Semestre,"Domenico Carrieri","Scienze politiche"
/cattedreonline/corso/EM45/0/LMGAPPC/2024,0,2024,2,Italiano,EM45,"Comunicazione Digitale E Reputazione Istituzionale",Primo Semestre,"Gianluca Giansante","Governo, amministrazione e politica"
/cattedreonline/corso/MRK18/A/LM19KBASE/2024,A,2024,1,Italiano,MRK18,"Comunicazione Integrata Di Marketing",Secondo Semestre,"Paolo Peverini / Stella Romagnoli","Marketing"
/cattedreonline/corso/MRK18/B/LM19KBASE/2024,B,2024,1,Italiano,MRK18,"Comunicazione Integrata Di Marketing",Secondo Semestre,"Paolo Peverini / Stella Romagnoli","Marketing"
/cattedreonline/corso/M438/0/LMGAPPC/2024,0,2024,2,Italiano,M438,"Comunicazione Politica",Primo Semestre,"Massimiliano Panarari","Governo, amministrazione e politica"
/cattedreonline/corso/T058/0/L22PSBASE/2024,0,2024,3,Inglese,T058,"Conflict And Peace Building",II Semestre,"Roberta Mulas","Scienze politiche"
/cattedreonline/corso/T058/0/L22PPEBASE/2024,0,2024,3,Inglese,T058,"Conflict And Peace Building",II Semestre,"Roberta Mulas","Politics: philosophy and economics"
/cattedreonline/corso/EM49/0/LM20IRBASE/2024,0,2024,2,Inglese,EM49,"Constitutional Democracy And Fundamental Rights Protection In Crisis",Primo Semestre,"Iris Canor / Valentina Rita Scotti","International relations"
/cattedreonline/corso/MRK05/0/LM19KBASE/2024,0,2024,1,Inglese,MRK05,"Consumer Behaviour",Primo Semestre,"Deniz Lefkeli","Marketing"
/cattedreonline/corso/M437/0/LMGAPGA/2024,0,2024,2,Italiano,M437,"Contabilita' Pubblica",Primo Semestre,"Daniela Bolognino / Daria Perrotta","Governo, amministrazione e politica"
/cattedreonline/corso/A61/A/3GSLMDN/2024,A,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alessandro Musaio","Giurisprudenza"
/cattedreonline/corso/A61/A/1EEL2BASE/2024,A,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alessandro Musaio","Economia e management"
/cattedreonline/corso/A61/B/3GSLMDN/2024,B,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alberto Incollingo","Giurisprudenza"
/cattedreonline/corso/A61/B/1EEL2BASE/2024,B,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alberto Incollingo","Economia e management"
/cattedreonline/corso/A61/C/3GSLMDN/2024,C,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Gianluca Musco","Giurisprudenza"
/cattedreonline/corso/A61/C/1EEL2BASE/2024,C,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Gianluca Musco","Economia e management"
/cattedreonline/corso/A61/D/3GSLMDN/2024,D,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Nicola Patitucci","Giurisprudenza"
/cattedreonline/corso/A61/D/1EEL2BASE/2024,D,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Nicola Patitucci","Economia e management"
/cattedreonline/corso/A61/E/3GSLMDN/2024,E,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Eugenio Pinto","Giurisprudenza"
/cattedreonline/corso/A61/E/1EEL2BASE/2024,E,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Eugenio Pinto","Economia e management"
/cattedreonline/corso/A61/F/3GSLMDN/2024,F,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Laura Martiniello","Giurisprudenza"
/cattedreonline/corso/A61/F/1EEL2BASE/2024,F,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Laura Martiniello","Economia e management"
/cattedreonline/corso/AN2/A/L22PPEBASE/2024,A,2024,1,Inglese,AN2,"Contemporary History",I Semestre,"Jean-pierre Darnis / Federico Niglia","Politics: philosophy and economics"
/cattedreonline/corso/AN2/B/L22PPEBASE/2024,B,2024,1,Inglese,AN2,"Contemporary History",I Semestre,"Carolina De Stefano","Politics: philosophy and economics"
