course_link,canale,date_year,year,language,course_id,course_name,semester,professors
/cattedreonline/corso/MRK17/A/LM19KBASE/2024,A,2024,1,Italiano,MRK17,"Analisi E Misurazione Delle Performance Di Marketing",Secondo Semestre,"Michele Costabile"
/cattedreonline/corso/MRK17/B/LM19KBASE/2024,B,2024,1,Italiano,MRK17,"Analisi E Misurazione Delle Performance Di Marketing",Secondo Semestre,"Michele Costabile"
/cattedreonline/corso/M093/0/LMGAPGA/2024,0,2024,1,Italiano,M093,"Analisi E Valutazione Delle Politiche Pubbliche",Secondo Semestre,"Edoardo Amato"
/cattedreonline/corso/EM25/0/LM19ABASE/2024,0,2024,2,Italiano,EM25,"Analisi Finanziaria",Primo Semestre,"Francesca Di Donato"
/cattedreonline/corso/MRK19/A/LM19KBASE/2024,A,2024,1,Italiano,MRK19,"Applicazioni Di Economia Comportamentale",Secondo Semestre,"Francesca Marzo / Giovanni Benedetto Ponti / Diletta Topazio"
/cattedreonline/corso/MRK19/B/LM19KBASE/2024,B,2024,1,Italiano,MRK19,"Applicazioni Di Economia Comportamentale",Secondo Semestre,"Francesca Marzo / Diletta Topazio"
/cattedreonline/corso/BA012/A/L21BABASE/2024,A,2024,2,Inglese,BA012,"Applied Business Statistics",Secondo Semestre,"Alessia Caponera"
/cattedreonline/corso/BA012/B/L21BABASE/2024,B,2024,2,Inglese,BA012,"Applied Business Statistics",Secondo Semestre,"Alessia Caponera"
/cattedreonline/corso/M240/0/LMEFIRM/2024,0,2024,2,Inglese,M240,"Applied Microeconomics",Primo Semestre,"Matteo Paradisi / Fabiano Schivardi"
/cattedreonline/corso/AC3/A/L21BBBASE/2024,A,2024,2,Inglese,AC3,"Applied Statistics And Econometrics",I Semestre,"Alessandro Casini / Andrea Pozzi"
/cattedreonline/corso/AC3/B/L21BBBASE/2024,B,2024,2,Inglese,AC3,"Applied Statistics And Econometrics",I Semestre,"Alessandro Casini / Andrea Pozzi"
/cattedreonline/corso/SAZ/0/LM20IRBASE/2024,0,2024,1,Italiano,SAZ,"Arabo",Secondo Semestre,"Francesca Maria Corrao"
/cattedreonline/corso/EM67/0/19MLMBASE/2024,0,2024,2,Inglese,EM67,"Artificial Intelligence & Digital Marketing",Primo Semestre,"Maximo Ibarra"
/cattedreonline/corso/EM67/0/LMDSMBASE/2024,0,2024,2,Inglese,EM67,"Artificial Intelligence & Digital Marketing",Primo Semestre,"Maximo Ibarra"
/cattedreonline/corso/GPDI01/0/3GSLMDZ/2024,0,2024,4,Inglese,GPDI01,"Artificial Intelligence: National, International And Eu Law Perspectives",II Semestre,"Salvatore Orlando / Roberto Ruoppo"
/cattedreonline/corso/T085/0/L21BABASE/2024,0,2024,3,Inglese,T085,"Asian Culture And Politics",Secondo Semestre,"Youngah Guahk"
/cattedreonline/corso/T085/0/L22PPEBASE/2024,0,2024,3,Inglese,T085,"Asian Culture And Politics",II Semestre,"Youngah Guahk"
/cattedreonline/corso/T085/0/L22PSBASE/2024,0,2024,3,Inglese,T085,"Asian Culture And Politics",II Semestre,"Youngah Guahk"
/cattedreonline/corso/M217/0/19FLMF1/2024,0,2024,1,Inglese,M217,"Asset Management",Secondo Semestre,"Mauro Micillo"
/cattedreonline/corso/RM317/0/LMEFIRM/2024,0,2024,2,Inglese,RM317,"Asset Pricing",Primo Semestre,"Nicola Borri / Francesco Lippi"
/cattedreonline/corso/M253/A/LM19WBASE/2024,A,2024,1,Inglese,M253,"Asset Pricing",Secondo Semestre,"Giacomo Morelli"
/cattedreonline/corso/M253/B/LM19WBASE/2024,B,2024,1,Inglese,M253,"Asset Pricing",Secondo Semestre,"Giacomo Morelli"
/cattedreonline/corso/RM336/0/LMEFIRM/2024,0,2024,2,Inglese,RM336,"Banking & Financial Intermediation",Secondo Semestre,"Andrea Polo"
/cattedreonline/corso/BI012/0/LM19KBI/2024,0,2024,2,Inglese,BI012,"Behavioral Economics And Consumer Decision Making",Primo Semestre,"Giacomo Sillari"
/cattedreonline/corso/MRK09/0/LM19KBASE/2024,0,2024,1,Inglese,MRK09,"Behavioral Economics: Applications",Secondo Semestre,"Deniz Lefkeli"
/cattedreonline/corso/MRK03/0/LM19KBASE/2024,0,2024,1,Inglese,MRK03,"Behavioral Economics: Foundation",Primo Semestre,"Giacomo Sillari"
/cattedreonline/corso/AN7/A/L22PPEBASE/2024,A,2024,1,Inglese,AN7,"Behavioural Economics And Psychology",II Semestre,"Giacomo Sillari"
/cattedreonline/corso/AN7/B/L22PPEBASE/2024,B,2024,1,Inglese,AN7,"Behavioural Economics And Psychology",II Semestre,"Massimo Egidi / Giacomo Sillari"
/cattedreonline/corso/M312/0/19FLMBASE/2024,0,2024,1,Inglese,M312,"Big Data & Behavioral Finance Lab",Secondo Semestre,"Patrizia Sbriglia"
/cattedreonline/corso/DSM08/0/LMDSMBASE/2024,0,2024,2,Inglese,DSM08,"Big Data And Smart Data Analytics",Primo Semestre,"Irene Finocchi"
/cattedreonline/corso/T039/0/L22PSBASE/2024,0,2024,3,Inglese,T039,"Bioethics",II Semestre,"Luca Lo Sapio"
/cattedreonline/corso/T039/0/L22PPEBASE/2024,0,2024,3,Inglese,T039,"Bioethics",II Semestre,"Luca Lo Sapio"
/cattedreonline/corso/ET12/0/L21BBBASE/2024,0,2024,3,Inglese,ET12,"Blockchain And Cryptocurrencies",II Semestre,"Massimo Bernaschi"
/cattedreonline/corso/EFI06/0/19FLMF1/2024,0,2024,1,Inglese,EFI06,"Blockchain Technology And Fintech",Primo Semestre,"Nicola Borri / Antonio Simeone"
/cattedreonline/corso/SMDIM0023/0/LMSMIBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo"
/cattedreonline/corso/SMDIM0023/0/LM19GMBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo"
/cattedreonline/corso/SMBGROUP1/0/19FLMBASE/2024,0,2024,1,Inglese,SMBGROUP1,"Bloomberg",Secondo Semestre,"Francesco Baldi"
/cattedreonline/corso/SMDIM0023/0/LM19ABASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo"
/cattedreonline/corso/SMDIM0023/0/LMDSMBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo"
/cattedreonline/corso/SMDIM0023/0/LM19KBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo"
/cattedreonline/corso/SMDIM0023/0/LM19WBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo"
/cattedreonline/corso/SMDIM0023/0/19MLMBASE/2024,0,2024,1,Inglese,SMDIM0023,"Bloomberg",Secondo Semestre,"Alberto Cagnazzo"
/cattedreonline/corso/M514IN/0/LM19KMK/2024,0,2024,2,Inglese,M514IN,"Business And Marketing Analytics",Primo Semestre,"Andrea De Mauro"
/cattedreonline/corso/M514IT/0/LM19KMA/2024,0,2024,2,Italiano,M514IT,"Business And Marketing Analytics",Primo Semestre,"Andrea De Mauro"
/cattedreonline/corso/EM43/0/LMGAPPC/2024,0,2024,2,Inglese,EM43,"Business And Politics: History And Institutions",Primo Semestre,"Lorenzo Castellani"
/cattedreonline/corso/GMP14/0/LM19GMBASE/2024,0,2024,2,Inglese,GMP14,"Business Ethics",Primo Semestre,"Gianfranco Pellegrino"
/cattedreonline/corso/ET49/0/1EEL2BASE/2024,0,2024,3,Italiano,ET49,"Business Integrity: Compliance Penale E Adeguatezza Organizzativa",II Semestre,"Luca Giustiniano / Antonino Gullo"
/cattedreonline/corso/M221/0/LM19GMBASE/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio"
/cattedreonline/corso/M221/0/19MLMMS/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio"
/cattedreonline/corso/M221/0/LM19ABASE/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio"
/cattedreonline/corso/M221/0/LM19WBASE/2024,0,2024,2,Inglese,M221,"Business Modeling And Planning",Primo Semestre,"Donato Iacovone / Giorgia Pandimiglio"
/cattedreonline/corso/M246/0/LM19WBASE/2024,0,2024,2,Inglese,M246,"Business Valuation",Primo Semestre,"Marco Vulpiani"
/cattedreonline/corso/BA03/A/L21BABASE/2024,A,2024,1,Inglese,BA03,"Calculus",Primo Semestre,"Marco Dall'aglio"
/cattedreonline/corso/BA03/B/L21BABASE/2024,B,2024,1,Inglese,BA03,"Calculus",Primo Semestre,"Cecilia Flori"
/cattedreonline/corso/AG7/0/L21BBMA/2024,0,2024,3,Inglese,AG7,"Capital Markets",II Semestre,"Paolo Vitale"
/cattedreonline/corso/AG7/0/L21BABASE/2024,0,2024,3,Inglese,AG7,"Capital Markets",Secondo Semestre,"Paolo Vitale"
/cattedreonline/corso/M249/A/LM19WBASE/2024,A,2024,1,Inglese,M249,"Cases In Business Law",Primo Semestre,"Riccardo La Cognata"
/cattedreonline/corso/M249/B/LM19WBASE/2024,B,2024,1,Inglese,M249,"Cases In Business Law",Primo Semestre,"Caterina Pistocchi"
/cattedreonline/corso/EFI05/0/LMEFIAE/2024,0,2024,1,Inglese,EFI05,"Central Banking: Unconventional Policies And Climate Change",Primo Semestre,"Francesco Maria Drudi / Roberto Rinaldi"
/cattedreonline/corso/ACE02/0/L21BABASE/2024,0,2024,1,Inglese,ACE02,"Chinese Institutions And Culture",Secondo Semestre,"Silvia Menegazzi"
/cattedreonline/corso/M496/0/LM20IRBASE/2024,0,2024,2,Inglese,M496,"Chinese Studies",Primo Semestre,"Silvia Menegazzi"
/cattedreonline/corso/AI7/0/L22PPEBASE/2024,0,2024,1,Italiano,AI7,"Cinese",II Semestre,"Xu Tang"
/cattedreonline/corso/AI7/0/L22PSBASE/2024,0,2024,1,Italiano,AI7,"Cinese",II Semestre,"Xu Tang"
/cattedreonline/corso/TP01/0/3GSLMDZ/2024,0,2024,4,Inglese,TP01,"Civil Law",I Semestre,"Lucio Casalini"
/cattedreonline/corso/TP05/0/3GSLMDZ/2024,0,2024,5,Inglese,TP05,"Civil Procedure",II Semestre,"Alessandro Fabbi"
/cattedreonline/corso/M530/0/3GSLMDL/2024,0,2024,5,Inglese,M530,"Climate - Neutral & Smart Cities",I Semestre,"Fernando Christian Iaione"
/cattedreonline/corso/EM63/0/19FLMF1/2024,0,2024,2,Inglese,EM63,"Climate Change Economics",Primo Semestre,"Alessandro Lanza"
/cattedreonline/corso/EM63/0/LM19WBASE/2024,0,2024,2,Inglese,EM63,"Climate Change Economics",Primo Semestre,"Alessandro Lanza"
/cattedreonline/corso/LABA01/A/L21BABASE/2024,A,2024,1,Inglese,LABA01,"Coding In Action Lab (module I)",Primo Semestre,"Stefano Guarino"
/cattedreonline/corso/LABA01/B/L21BABASE/2024,B,2024,1,Inglese,LABA01,"Coding In Action Lab (module I)",Primo Semestre,"Stefano Guarino"
/cattedreonline/corso/LABA02/A/L21BABASE/2024,A,2024,1,Inglese,LABA02,"Coding In Action Lab (module Ii)",Secondo Semestre,"Stefano Guarino"
/cattedreonline/corso/LABA02/B/L21BABASE/2024,B,2024,1,Inglese,LABA02,"Coding In Action Lab (module Ii)",Secondo Semestre,"Stefano Guarino"
/cattedreonline/corso/M540/0/LMGAPBASE/2024,0,2024,2,Italiano,M540,"Come Scrivere Una Tesi Di Laurea",Secondo Semestre,"Federico Trastulli"
/cattedreonline/corso/M377/0/3GSLMDA/2024,0,2024,5,Inglese,M377,"Comparative And International Law Of Heritage Protection",I Semestre,"Lorenzo Casini"
/cattedreonline/corso/M377/0/LMPAGECHPM/2024,0,2024,2,Inglese,M377,"Comparative And International Law Of Heritage Protection",Primo Semestre,"Lorenzo Casini"
/cattedreonline/corso/M043/A/LM20IRBASE/2024,A,2024,1,Inglese,M043,"Comparative History Of Political Systems",Primo Semestre,"Giovanni Orsina"
/cattedreonline/corso/M043/B/LM20IRBASE/2024,B,2024,1,Inglese,M043,"Comparative History Of Political Systems",Primo Semestre,"Rosario Forlenza"
/cattedreonline/corso/SKA/A/LM20IRBASE/2024,A,2024,1,Inglese,SKA,"Comparative Politics",Primo Semestre,"Andrea Capati / Sergio Fabbrini"
/cattedreonline/corso/SKA/B/LM20IRBASE/2024,B,2024,1,Inglese,SKA,"Comparative Politics",Primo Semestre,"Tatiana-alina Pippidi"
/cattedreonline/corso/M042/A/LM20IRBASE/2024,A,2024,1,Inglese,M042,"Comparative Public Law",Secondo Semestre,"Ylenia Maria Citino / Cristina Fasone"
/cattedreonline/corso/M042/B/LM20IRBASE/2024,B,2024,1,Inglese,M042,"Comparative Public Law",Secondo Semestre,"Elena Griglio / Giovanni Rizzoni"
/cattedreonline/corso/M369/0/LMPAGEBASE/2024,0,2024,1,Inglese,M369,"Comparative Public Policy In Europe",Primo Semestre,"Mark Thatcher"
/cattedreonline/corso/JP01/0/LMDSMBASE/2024,0,2024,2,Inglese,JP01,"Competing In The Age Of Ai",Secondo Semestre,"Giorgio Piccardo"
/cattedreonline/corso/SMDEF0008/0/1EEL2BASE/2024,0,2024,2,Inglese,SMDEF0008,"Competition Law And Antitrust Regulation",I Semestre,"Andrea Giannaccari"
/cattedreonline/corso/SMDEF0008/0/L21BBBASE/2024,0,2024,2,Inglese,SMDEF0008,"Competition Law And Antitrust Regulation",I Semestre,"Andrea Giannaccari"
/cattedreonline/corso/BA08/0/L21BABASE/2024,0,2024,3,Inglese,BA08,"Competitive Strategy",Primo Semestre,"Alessandro Iodice / Antonio Majocchi"
/cattedreonline/corso/ET38/0/L21BABASE/2024,0,2024,3,Inglese,ET38,"Computational Finance",Secondo Semestre,"Nicola Borri"
/cattedreonline/corso/ET38/0/L21BBBASE/2024,0,2024,3,Inglese,ET38,"Computational Finance",II Semestre,"Nicola Borri"
/cattedreonline/corso/M326/0/LM19WBASE/2024,0,2024,2,Inglese,M326,"Computational Tools For Finance",Primo Semestre,"Valerio Marchisio"
/cattedreonline/corso/M326/0/19FLMF1/2024,0,2024,2,Inglese,M326,"Computational Tools For Finance",Primo Semestre,"Valerio Marchisio"
/cattedreonline/corso/SAQ/0/1EEL2BASE/2024,0,2024,3,Italiano,SAQ,"Comunicazione D'impresa E Gestione Risorse Umane",II Semestre,"Domenico Carrieri"
/cattedreonline/corso/SAQ/0/L22PSBASE/2024,0,2024,3,Italiano,SAQ,"Comunicazione D'impresa E Gestione Risorse Umane",II Semestre,"Domenico Carrieri"
/cattedreonline/corso/EM45/0/LMGAPPC/2024,0,2024,2,Italiano,EM45,"Comunicazione Digitale E Reputazione Istituzionale",Primo Semestre,"Gianluca Giansante"
/cattedreonline/corso/MRK18/A/LM19KBASE/2024,A,2024,1,Italiano,MRK18,"Comunicazione Integrata Di Marketing",Secondo Semestre,"Paolo Peverini / Stella Romagnoli"
/cattedreonline/corso/MRK18/B/LM19KBASE/2024,B,2024,1,Italiano,MRK18,"Comunicazione Integrata Di Marketing",Secondo Semestre,"Paolo Peverini / Stella Romagnoli"
/cattedreonline/corso/M438/0/LMGAPPC/2024,0,2024,2,Italiano,M438,"Comunicazione Politica",Primo Semestre,"Massimiliano Panarari"
/cattedreonline/corso/T058/0/L22PSBASE/2024,0,2024,3,Inglese,T058,"Conflict And Peace Building",II Semestre,"Roberta Mulas"
/cattedreonline/corso/T058/0/L22PPEBASE/2024,0,2024,3,Inglese,T058,"Conflict And Peace Building",II Semestre,"Roberta Mulas"
/cattedreonline/corso/EM49/0/LM20IRBASE/2024,0,2024,2,Inglese,EM49,"Constitutional Democracy And Fundamental Rights Protection In Crisis",Primo Semestre,"Iris Canor / Valentina Rita Scotti"
/cattedreonline/corso/MRK05/0/LM19KBASE/2024,0,2024,1,Inglese,MRK05,"Consumer Behaviour",Primo Semestre,"Deniz Lefkeli"
/cattedreonline/corso/M437/0/LMGAPGA/2024,0,2024,2,Italiano,M437,"Contabilita' Pubblica",Primo Semestre,"Daniela Bolognino / Daria Perrotta"
/cattedreonline/corso/A61/A/1EEL2BASE/2024,A,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alessandro Musaio"
/cattedreonline/corso/A61/A/3GSLMDN/2024,A,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alessandro Musaio"
/cattedreonline/corso/A61/B/1EEL2BASE/2024,B,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alberto Incollingo"
/cattedreonline/corso/A61/B/3GSLMDN/2024,B,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Alberto Incollingo"
/cattedreonline/corso/A61/C/3GSLMDN/2024,C,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Gianluca Musco"
/cattedreonline/corso/A61/C/1EEL2BASE/2024,C,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Gianluca Musco"
/cattedreonline/corso/A61/D/1EEL2BASE/2024,D,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Nicola Patitucci"
/cattedreonline/corso/A61/D/3GSLMDN/2024,D,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Nicola Patitucci"
/cattedreonline/corso/A61/E/1EEL2BASE/2024,E,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Eugenio Pinto"
/cattedreonline/corso/A61/E/3GSLMDN/2024,E,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Eugenio Pinto"
/cattedreonline/corso/A61/F/3GSLMDN/2024,F,2024,5,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Laura Martiniello"
/cattedreonline/corso/A61/F/1EEL2BASE/2024,F,2024,2,Italiano,A61,"Contabilita'e Bilancio",I Semestre,"Laura Martiniello"
/cattedreonline/corso/AN2/A/L22PPEBASE/2024,A,2024,1,Inglese,AN2,"Contemporary History",I Semestre,"Jean-pierre Darnis / Federico Niglia"
/cattedreonline/corso/AN2/B/L22PPEBASE/2024,B,2024,1,Inglese,AN2,"Contemporary History",I Semestre,"Carolina De Stefano"
/cattedreonline/corso/EM14/0/LM19KBASE/2024,0,2024,2,Italiano,EM14,"Content Marketing E Brand Storytelling",Primo Semestre,"Francesco Giorgino"
/cattedreonline/corso/SMIS14/0/LMSMIBMIT/2024,0,2024,1,Italiano,SMIS14,"Corporate And Ecosystem Strategies",Secondo Semestre,"Federica Brunetta / Enzo Peruffo"
/cattedreonline/corso/SMIS16/0/LMSMIBMIN/2024,0,2024,1,Inglese,SMIS16,"Corporate And Ecosystem Strategies",Secondo Semestre,"Chiara Bartoli"
/cattedreonline/corso/BA014/A/L21BABASE/2024,A,2024,2,Inglese,BA014,"Corporate Finance",Secondo Semestre,"Gianluca Mattarocci / Federico Moro"
/cattedreonline/corso/T045/A/L21BBBASE/2024,A,2024,2,Inglese,T045,"Corporate Finance",II Semestre,"Andrea Polo"
/cattedreonline/corso/BA014/B/L21BABASE/2024,B,2024,2,Inglese,BA014,"Corporate Finance",Secondo Semestre,"Gianluca Mattarocci / Federico Moro"
/cattedreonline/corso/T045/B/L21BBBASE/2024,B,2024,2,Inglese,T045,"Corporate Finance",II Semestre,"Stefano Di Colli / Luana Zaccaria"
/cattedreonline/corso/M252/A/LM19WBASE/2024,A,2024,1,Inglese,M252,"Corporate Governance",Primo Semestre,"Giovanni Fiori / Barbara Sveva Magnanelli"
/cattedreonline/corso/M252/B/LM19WBASE/2024,B,2024,1,Inglese,M252,"Corporate Governance",Primo Semestre,"Enzo De Angelis / Alessandro Zattoni"
/cattedreonline/corso/SMDEF00013/0/19FLMBASE/2024,0,2024,1,Italiano,SMDEF00013,"Corporate Governance And Corporate Finance",Secondo Semestre,"Romina Guglielmetti"
/cattedreonline/corso/SMR/0/LM19ABASE/2024,0,2024,1,Italiano,SMR,"Corporate Governance And Internal Auditing",Secondo Semestre,"Saverio Bozzolan / Simone Scettri"
/cattedreonline/corso/MNG02/0/19MLMMM/2024,0,2024,2,Inglese,MNG02,"Corporate Governance And Sustainability",Primo Semestre,"Francesca Romana Arduino / Alessandro Zattoni"
/cattedreonline/corso/SMIS05/A/LMSMIBASE/2024,A,2024,1,Italiano,SMIS05,"Corporate Governance, Management & Accounting",Secondo Semestre,"Fabrizio Di Lazzaro / Gianluca Musco"
