link,faculty
/cattedreonline/corso/SIL/0/3GSLMDA/2024,"Giurisprudenza"
/cattedreonline/corso/A54/0/3GSLMDV/2024,"Giurisprudenza"
/cattedreonline/corso/M267/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/766/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/766/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/766/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/766/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/M205/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/M344/0/3GSLMDS/2024,"Giurisprudenza"
/cattedreonline/corso/LABA03/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/LABA03/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/DOCLINGUE/0/BASETEST3/2024,"Precorsi e didattica integrativa giurisprudenza"
/cattedreonline/corso/DOCLINGUE2/0/BASETEST4/2024,"Precorsi e didattica integrativa impresa e management"
/cattedreonline/corso/ACE06/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M329/0/LMEFIRM/2024,"Economia e finanza"
/cattedreonline/corso/M242/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SJH/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/RM263/0/LMEFIRM/2024,"Economia e finanza"
/cattedreonline/corso/775/0/3GSLMDN/2024,"Giurisprudenza"
/cattedreonline/corso/507/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/507/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/507/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/507/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/507/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/507/F/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/ET41/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/EM52/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/AK7/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AK7/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AK7/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AK7/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AK7/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/EFI04/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SL5/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SMIS01/A/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS01/B/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMDIM00018/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SMDIM00018/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/SLS/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/509/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/509/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/509/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/509/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/509/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/509/F/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/027/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/027/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/027/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/027/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/027/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/027/F/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/A96/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/247/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/247/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/247/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/247/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/247/E/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/SCY/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/ET15/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/ET15/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AH5/0/L21BBFI/2024,"Economics and business"
/cattedreonline/corso/AH5/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T092/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/GL01/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/SMIS07/C/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS07/D/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/M549/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/T093V/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T093V/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T094/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T094/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/EM38/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/EM38/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/M206/0/LMEFIAE/2024,"Economia e finanza"
/cattedreonline/corso/M206/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M462/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/M462/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/M462/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/T034/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M419/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/ET16/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SMIS02/A/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS02/B/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS08/C/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS08/D/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/M186/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M186/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/M186/0/19MLMMS/2024,"Management"
/cattedreonline/corso/T001/0/L21BBMA/2024,"Economics and business"
/cattedreonline/corso/M428/0/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/SLX/0/LMEFIAE/2024,"Economia e finanza"
/cattedreonline/corso/SLX/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/STCFADEF/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/SMDEFCFA/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/SMDEFCFA/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/DSM12/0/LMDSMBASE/2024,"Data science and management"
/cattedreonline/corso/AT5/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/M400/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/M393/0/3GSLMEL/2024,"Giurisprudenza"
/cattedreonline/corso/M345/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/BA010/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/BA010/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M370/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/M471/0/3GSLMEL/2024,"Giurisprudenza"
/cattedreonline/corso/M362/0/LM20IRM/2024,"International relations"
/cattedreonline/corso/LABOIR2/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/STDEF01/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/LABSMIS01/A/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/LABSMIS01/B/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/LABSMIS01/C/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/LABSMIS01/D/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/M394/0/3GSLMEL/2024,"Giurisprudenza"
/cattedreonline/corso/M029/0/3GSLMDA/2024,"Giurisprudenza"
/cattedreonline/corso/AD5/0/3GSLMDN/2024,"Giurisprudenza"
/cattedreonline/corso/M027/0/3GSLMEL/2024,"Giurisprudenza"
/cattedreonline/corso/EM77/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M545/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/AD4/0/3GSLMDC/2024,"Giurisprudenza"
/cattedreonline/corso/T007/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T007/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/EM78/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M051/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SDS/0/19MLMMF/2024,"Management"
/cattedreonline/corso/M416/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/M416/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/M416/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M416/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M416/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/033/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/033/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/EM58/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/EFI02/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/ET05/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/BA019/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/T079/0/L21BBFI/2024,"Economics and business"
/cattedreonline/corso/T028/0/L21BBMA/2024,"Economics and business"
/cattedreonline/corso/EFI03/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/GMP04/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/M291/A/19MLMBASE/2024,"Management"
/cattedreonline/corso/M291/B/19MLMBASE/2024,"Management"
/cattedreonline/corso/BA09/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M245/A/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M245/B/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/BA09/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/409/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/409/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/409/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/409/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/409/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M492/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SMIS13/0/LMSMIBMIT/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/EFI13/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SMIS17/0/LMSMIECT/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/EFI12/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/EFI11/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/EFI11/0/LMEFIAE/2024,"Economia e finanza"
/cattedreonline/corso/MRK13/A/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/MRK13/B/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/MRK11/A/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/MRK11/B/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/T219/A/3GSLMDA/2024,"Giurisprudenza"
/cattedreonline/corso/T219/B/3GSLMDA/2024,"Giurisprudenza"
/cattedreonline/corso/T215/A/3GSLMDC/2024,"Giurisprudenza"
/cattedreonline/corso/T215/B/3GSLMDC/2024,"Giurisprudenza"
/cattedreonline/corso/T216/A/3GSLMDN/2024,"Giurisprudenza"
/cattedreonline/corso/T216/B/3GSLMDN/2024,"Giurisprudenza"
/cattedreonline/corso/T227/0/3GSLMEL/2024,"Giurisprudenza"
/cattedreonline/corso/T222/A/3GSLMDL/2024,"Giurisprudenza"
/cattedreonline/corso/T222/B/3GSLMDL/2024,"Giurisprudenza"
/cattedreonline/corso/T220/A/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/T220/B/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/T221/A/3GSLMDV/2024,"Giurisprudenza"
/cattedreonline/corso/T221/B/3GSLMDV/2024,"Giurisprudenza"
/cattedreonline/corso/T221/C/3GSLMDV/2024,"Giurisprudenza"
/cattedreonline/corso/T218/A/3GSLMDP/2024,"Giurisprudenza"
/cattedreonline/corso/T218/B/3GSLMDP/2024,"Giurisprudenza"
/cattedreonline/corso/T218/C/3GSLMDP/2024,"Giurisprudenza"
/cattedreonline/corso/T217/A/3GSLMDS/2024,"Giurisprudenza"
/cattedreonline/corso/T217/B/3GSLMDS/2024,"Giurisprudenza"
/cattedreonline/corso/038/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/038/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/SV6/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/BA05/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/BA05/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/T052/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/EFI01/0/LMEFIAE/2024,"Economia e finanza"
/cattedreonline/corso/T030/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/T030/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/M177/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M177/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/M314/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M234/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/M399/0/3GSLMDL/2024,"Giurisprudenza"
/cattedreonline/corso/ACE05/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M190/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/M190/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M190/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M190/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/M190/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/M190/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/GMP11/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/GMP03/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/GMP09/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/M457/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/M457/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/GLGC01/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/PPEGC01/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/PPEGC01/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/SMIS19/0/LMSMICES/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/M459/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/M459/0/LMPAGEEG/2024,"Policies and governance in europe"
/cattedreonline/corso/M459/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/M461/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M461/0/LMPAGECHPM/2024,"Policies and governance in europe"
/cattedreonline/corso/PG02/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/M361/0/LM20IRM/2024,"International relations"
/cattedreonline/corso/ET39/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/ET39/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/ET39/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/ET39/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/ET39/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/ET39/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M456/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/AQ7/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/SLH/0/LM20IRD/2024,"International relations"
/cattedreonline/corso/M444/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/GL02/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/T011/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/ET08/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/EH09/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/EH07/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/BA011/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/BA011/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M375/0/LMPAGEEG/2024,"Policies and governance in europe"
/cattedreonline/corso/254/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/254/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/254/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/254/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/254/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/254/F/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T046/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/T046/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/179/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/SMIS15/0/LMSMIBMIN/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/GPLI01/0/3GSLMDL/2024,"Giurisprudenza"
/cattedreonline/corso/BI013/0/LM19KMK/2024,"Marketing"
/cattedreonline/corso/MRK08/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/GPLI02/0/3GSLMDL/2024,"Giurisprudenza"
/cattedreonline/corso/BA018/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M012/0/19MLMMS/2024,"Management"
/cattedreonline/corso/M012/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/LABVGP3/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP3/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP3/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP3/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/ET22/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/LABVGP4/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP4/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP4/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP4/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABGMPENG/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/EM32/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/EM32/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/ACE07/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M500/0/3GSLMDS/2024,"Giurisprudenza"
/cattedreonline/corso/M352/0/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/SS1/0/19MLMMS/2024,"Management"
/cattedreonline/corso/GPDI02/0/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/ET33/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/AA7/0/L21BBEC/2024,"Economics and business"
/cattedreonline/corso/AA7/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/T080/0/L21BBMA/2024,"Economics and business"
/cattedreonline/corso/AA7/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SHX/A/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M290/A/19MLMBASE/2024,"Management"
/cattedreonline/corso/SHX/B/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M290/B/19MLMBASE/2024,"Management"
/cattedreonline/corso/SI0/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SI0/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M247/A/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M247/B/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M132/0/19MLMMM/2024,"Management"
/cattedreonline/corso/GMP10/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/GL08/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/T009/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T009/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/DSM10/0/LMDSMBASE/2024,"Data science and management"
/cattedreonline/corso/M284/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/M284/0/19MLMMS/2024,"Management"
/cattedreonline/corso/M070/A/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M070/B/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/ET27/0/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/M355/0/LM20IRD/2024,"International relations"
/cattedreonline/corso/ACE03/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/MNG01/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/MNG01/0/19MLMMS/2024,"Management"
/cattedreonline/corso/T008/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T008/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/SJO/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/SJO/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SJO/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/GMP08/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/DSM02/0/LMDSMBASE/2024,"Data science and management"
/cattedreonline/corso/GL07/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/857/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/857/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/BA04/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/BA04/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/TDS03/0/LAIMBASE/2024,"Management and artificial intelligence"
/cattedreonline/corso/ACE10/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/ACE04/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/T032/0/L21BBEC/2024,"Economics and business"
/cattedreonline/corso/037/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/197/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/197/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/197/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/197/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/197/E/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/MRK01/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/T057/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T057/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T054/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T054/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T056V/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T056V/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T053V/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T053V/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/SMDIM00021/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SMDIM00021/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/LABVGP2/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP2/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP2/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP2/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/961V/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/EM21/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/EM21/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/EH04/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/SMIS06/A/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS06/B/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS12/C/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS12/D/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/T021/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/T021/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/ET42/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/TP04/0/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/TDS07/0/LAIMBASE/2024,"Management and artificial intelligence"
/cattedreonline/corso/GL03/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/LABGAP01/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/EH06/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/S1B/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/LABVGP1/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP1/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP1/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/LABVGP1/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/SAC/0/19MLMMF/2024,"Management"
/cattedreonline/corso/SAC/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/SMJ/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SMJ/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/S0M/A/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/S0M/B/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/MID1/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/MID1/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/MID1/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/MID1/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/EFI07/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/DSM07/0/LMDSMBASE/2024,"Data science and management"
/cattedreonline/corso/EFI07/0/LM19WBASE/2024,"Corporate finance"
